PMCID,PMID,Title,Year,Associated Keywords,Citations,Keywords Count,Score,Journal,DOI,Authors,Abstract
11144680,38825655,Synergistic biocementation: harnessing Comamonas and Bacillus ureolytic bacteria for enhanced sand stabilization,2024,"['micp', 'biocementation', 'bacterial synergy', 'calcium carbonate', 'urease']",2,"{'concrete': 0, 'calcite': 4, 'precipitation': 23}",0.0,World Journal of Microbiology & Biotechnology,10.1007/s11274-024-04038-3,"['Rajasekar, Adharsh', 'Zhao, Cailin', 'Wu, Suowei', 'Murava, Raphinos Tackmore', 'Wilkinson, Stephen']","Biocementation, driven by ureolytic bacteria and their biochemical activities, has evolved as a powerful technology for soil stabilization, crack repair, and bioremediation. Ureolytic bacteria play a crucial role in calcium carbonate precipitation through their enzymatic activity, hydrolyzing urea to produce carbonate ions and elevate pH, thus creating favorable conditions for the precipitation of calcium carbonate. While extensive research has explored the ability of ureolytic bacteria isolated from natural environments or culture conditions, bacterial synergy is often unexplored or under-reported. In this study, we isolated bacterial strains from the local eutrophic river canal and evaluated their suitability for precipitating calcium carbonate polymorphs. We identified two distinct bacterial isolates with superior urea degradation ability (conductivity method) using partial 16 S rRNA gene sequencing. Molecular identification revealed that they belong to the Comamonas and Bacillus genera. Urea degradation analysis was performed under diverse pH (6,7 and 8) and temperature (15 °C,20 °C,25 °C and 30 °C) ranges, indicating that their ideal pH is 7 and temperature is 30 °C since 95% of the urea was degraded within 96 h. In addition, we investigated these strains individually and in combination, assessing their microbially induced carbonate precipitation (MICP) in silicate fine sand under low (14 ± 0.6 °C) and ideal temperature 30 °C conditions, aiming to optimize bio-mediated soil enhancement. Results indicated that 30 °C was the ideal temperature, and combining bacteria resulted in significant (p ≤ 0.001) superior carbonate precipitation (14–16%) and permeability (> 10− 6 m/s) in comparison to the average range of individual strains. These findings provide valuable insights into the potential of combining ureolytic bacteria for future MICP research on field applications including soil erosion mitigation, soil stabilization, ground improvement, and heavy metal remediation."
8531298,34675302,Influence of native ureolytic microbial community on biocementation potential of Sporosarcina pasteurii,2021,"['biotechnology', 'biogeochemistry']",8,"{'concrete': 1, 'calcite': 3, 'precipitation': 22}",6.794415866350106,Scientific Reports,10.1038/s41598-021-00315-5,"['Murugan, Raja', 'Suraishkumar, G. K.', 'Mukherjee, Abhijit', 'Dhami, Navdeep K.']","Microbially induced calcium carbonate precipitation (MICP)/Biocementation has emerged as a promising technique for soil engineering applications. There are chiefly two methods by which MICP is applied for field applications including biostimulation and bioaugmentation. Although bioaugmentation strategy using efficient ureolytic biocementing culture of Sporosarcina pasteurii is widely practiced, the impact of native ureolytic microbial communities (NUMC) on CaCO3 mineralisation via S. pasteurii has not been explored. In this paper, we investigated the effect of different concentrations of NUMC on MICP kinetics and biomineral properties in the presence and absence of S. pasteurii. Kinetic analysis showed that the biocementation potential of S. pasteurii is sixfold higher than NUMC and is not significantly impacted even when the concentration of the NUMC is eight times higher. Micrographic results revealed a quick rate of CaCO3 precipitation by S. pasteurii leading to generation of smaller CaCO3 crystals (5–40 µm), while slow rate of CaCO3 precipitation by NUMC led to creation of larger CaCO3 crystals (35–100 µm). Mineralogical results showed the predominance of calcite phase in both sets. The outcome of current study is crucial for tailor-made applications of MICP."
10086056,37037897,New non-ureolytic heterotrophic microbial induced carbonate precipitation for suppression of sand dune wind erosion,2023,"['biogeochemistry', 'environmental sciences', 'civil engineering']",9,"{'concrete': 0, 'calcite': 6, 'precipitation': 38}",0.0,Scientific Reports,10.1038/s41598-023-33070-w,"['Hemayati, Mohammad', 'Nikooee, Ehsan', 'Habibagahi, Ghassem', 'Niazi, Ali', 'Afzali, Sayed Fakhreddin']","The detrimental effects of sand storms on agriculture, human health, transportation network, and infrastructures pose serious threats in many countries worldwide. Hence, wind erosion is considered a global challenge. An environmental-friendly method to suppress wind erosion is to employ microbially induced carbonate precipitation (MICP). However, the by-products of ureolysis-based MICP, such as ammonia, are not favorable when produced in large volumes. This study introduces two calcium formate-bacteria compositions for non-ureolytic MICP and comprehensively compares their performance with two calcium acetate-bacteria compositions, all of which do not produce ammonia. The considered bacteria are Bacillus subtilis and Bacillus amyloliquefaciens. First, the optimized values of factors controlling CaCO3 production were determined. Then, wind tunnel tests were performed on sand dune samples treated with the optimized compositions, where wind erosion resistance, threshold detachment velocity, and sand bombardment resistance were measured. An optical microscope, scanning electron microscope (SEM), and X-ray diffraction analysis were employed to evaluate the CaCO3 polymorph. Calcium formate-based compositions performed much better than the acetate-based compositions in producing CaCO3. Moreover, B. subtilis produced more CaCO3 than B. amyloliquefaciens. SEM micrographs clearly illustrated precipitation-induced active and inactive bounds and imprints of bacteria on CaCO3. All compositions considerably reduced wind erosion."
11433433,39336249,Analysis of the Current State of Research on Bio-Healing Concrete (Bioconcrete),2024,"['bacteria', 'bioconcrete', 'crack healing', 'durability', 'self-healing concrete', 'compressive strength']",0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,Materials,10.3390/ma17184508,"['Beskopylny, Alexey N.', 'Shcherban’, Evgenii M.', 'Stel’makh, Sergey A.', 'Shilov, Alexandr A.', 'Chernil’nik, Andrei', 'El’shaeva, Diana', 'Chistyakov, Vladimir A.', 'Sun, Lizhi']","The relatively small tensile strength of concrete makes this material particularly vulnerable to cracking. However, the reality is that it is not always possible and practically useful to conduct studies on high-quality sealing cracks due to their inaccessibility or small opening width. Despite the fact that currently there are many technologies for creating self-healing cement composites, one of the most popular is the technology for creating a biologically active self-healing mechanism for concrete. It is based on the process of carbonate ion production by cellular respiration or urease enzymes by bacteria, which results in the precipitation of calcium carbonate in concrete. This technology is environmentally friendly and promising from a scientific and practical point of view. This research focuses on the technology of creating autonomous self-healing concrete using a biological crack-healing mechanism. The research methodology consisted of four main stages, including an analysis of the already conducted global studies, ecological and economic analysis, the prospects and advantages of further studies, as well as a discussion and the conclusions. A total of 257 works from about 10 global databases were analyzed. An overview of the physical, mechanical and operational properties of bioconcrete and their changes is presented, depending on the type of active bacteria and the method of their introduction into the concrete mixture. An analysis of the influence of the automatic addition of various types of bacteria on various properties of self-healing bioconcrete is carried out, and an assessment of the influence of the method of adding bacteria to concrete on the process of crack healing is also given. A comparative analysis of various techniques for creating self-healing bioconcrete was performed from the point of view of technical progress, scientific potential, the methods of application of this technology, and their resulting advantages, considered as the factor impacting on strength and life cycle. The main conditions for a quantitative assessment of the sustainability and the possibility of the industrial implementation of the technology of self-healing bioconcrete are identified and presented. Various techniques aimed at improving the recovery process of such materials are considered. An assessment of the influence of the strength of cement mortar after adding bacteria to it is also given. Images obtained using electron microscopy methods are analyzed in relation to the life cycle of bacteria in mineral deposits of microbiological origin. Current gaps and future research prospects are discussed."
11163794,38858761,Microbially induced calcium carbonate precipitation through CO2 sequestration via an engineered Bacillus subtilis,2024,"['carbon capture', 'micp', 'carbon sequestration', 'carbonic anhydrase', 'calcite', 'recombinant protein expression']",7,"{'concrete': 3, 'calcite': 16, 'precipitation': 10}",10.153270530235826,Microbial Cell Factories,10.1186/s12934-024-02437-7,"['Gilmour, Katie A.', 'Ghimire, Prakriti Sharma', 'Wright, Jennifer', 'Haystead, Jamie', 'Dade-Robertson, Martyn', 'Zhang, Meng', 'James, Paul']","Microbially induced calcium carbonate precipitation has been extensively researched for geoengineering applications as well as diverse uses within the built environment. Bacteria play a crucial role in producing calcium carbonate minerals, via enzymes including carbonic anhydrase—an enzyme with the capability to hydrolyse CO2, commonly employed in carbon capture systems. This study describes previously uncharacterised carbonic anhydrase enzyme sequences capable of sequestering CO2 and subsequentially generating CaCO3 biominerals and suggests a route to produce carbon negative cementitious materials for the construction industry."
11730074,39673695,"Bacteria-powered self-healing concrete: Breakthroughs, challenges, and future prospects",2025,"['concrete', 'bactria', 'bio-self-healing', 'urease enzyme', 'biofilm']",4,"{'concrete': 120, 'calcite': 10, 'precipitation': 25}",15.761669536158884,Journal of Industrial Microbiology & Biotechnology,10.1093/jimb/kuae051,"['Elgendy, Ibrahim M', 'Elkaliny, Nehal E', 'Saleh, Hoda M', 'Darwish, Gehad O', 'Almostafa, Mervt M', 'Metwally, Kamel', 'Yahya, Galal', 'Mahmoud, Yehia A -G']","In a world where concrete structures face constant degradation from environmental forces, a revolutionary solution has emerged: bio-self-healing concrete. This innovation involves embedding dormant bacteria within the concrete mix, poised to spring into action when cracks form. As moisture seeps into the cracks, these bacterial agents are activated, consuming nutrients and converting them into calcium carbonate, a natural substance that fills and repairs the fractures, restoring the material’s integrity. This fascinating process represents a cutting-edge approach to maintaining concrete infrastructure, turning once-vulnerable materials into self-sustaining systems capable of healing themselves. The ongoing research into bio-self-healing concrete is focused on selecting bacterial strains that can withstand the extreme conditions within concrete, including its highly alkaline environment. The bacteria must also form resilient spores, remaining viable until they are needed for repair. Additionally, the study explores various challenges associated with this technology, such as the cost of production, the bacteria’s long-term viability, and their potential environmental impact. Advancements in genetic engineering and smart technology are being explored to enhance these bacterial strains, making them more efficient and robust in their role as microscopic repair agents. This review delves into the potential of bio-self-healing concrete to revolutionize how we approach infrastructure maintenance, offering a glimpse into a future where concrete structures not only endure but actively repair themselves, extending their lifespan and reducing the need for costly repairs."
4507537,26273260,"Biomineralization processes of calcite induced by bacteria isolated'], b'from': [b'arine sediments",2015,"['calcium carbonate precipitation', 'calcite', 'marine bacteria', 'urease']",23,"{'concrete': 0, 'calcite': 12, 'precipitation': 45}",0.0,Brazilian Journal of Microbiology,10.1590/S1517-838246220140533,"['Wei, Shiping', 'Cui, Hongpeng', 'Jiang, Zhenglong', 'Liu, Hao', 'He, Hao', 'Fang, Nianqiao']","Biomineralization is a known natural phenomenon associated with a wide range of'], b'bact': [b'ial species. Bacterial-induced calcium carbonate precipitation by marine', b'ial species, in various environments, such as soils, freshwaters, oceans and', b'ial systems, with calcite being the most common and stable bacterial carbonate', b'ia (Warthmann et al.,', b'ia in marine sediment and to characterize the CaCO3 crystals', b'ia inhabiting the marine sediments could also induce calcium carbonate', b'ial species used has an important influence on the type of carbonate', b'ial species, but is rather influenced by complicated environmental factors', b'ia is a general phenomenonNature246527529BosakTNewmanDK2005Microbial kinetic controls on calcite morphology in', b'ial carbonatesJ Sediment Res74868876DouglasSBeveridgeTJ1998Mineral formation by bacteria in natural microbial', b'iaGeomicrobiol J17305318GiraltSJuliaRKlerkxJJ2001Microbial biscuits of vaterite in Lake Issyk-Kul (Republic of'], b'isol': [b'es was investigated in this study. Three genera of ureolytic bacteria,', b'es (CP1, CP3 to CP10, CP13, CP14, CP18 to CP20, CP23), followed by', b'es play roles in the deterioration of limestone by solubilizing calcium', b'ed from marine sediment participate in microbial calcium carbonate'], b'Sporosarcina sp., Bacillus sp. and', b'c toggle=""yes"">Brevundimonas sp. were observed to precipitate calcium', b'c toggle=""yes"">et al., 1973). It can be achieved by two different', b'c toggle=""yes"">et al., 2007; Dupraz', b'c toggle=""yes"">et al., 2005). The mineralization process associated', b'c toggle=""yes"">et al., 2001). Bacterial-induced carbonate minerals', b'c toggle=""yes"">Halobacteria (S¢nchez-Rom¢n', b'c toggle=""yes"">et al., 2011) and Pseudomonas', b'c toggle=""yes"">Bacillus sp. and Brevundimonas sp. (Figure 1). Sequences related to', b'c toggle=""yes"">Sporosarcina sp. (occupied 75% of total sequences based on', b'c toggle=""yes"">Bacillus sp. (occupied 20% of total sequences based on 98%', b'c toggle=""yes"">Brevundimonas sp. (occupied 5% of total sequences based on', b'c toggle=""yes"">B. lentus CP28 grew faster and faciliated more calcium', b'c toggle=""yes"">E. coli CK"
9728366,31693829,Complete Genome and Calcium Carbonate Precipitation of Alkaliphilic Bacillus sp. AK13 for Self-Healing Concrete,2020,"['bacillus species', 'microbially-induced calcium carbonate precipitation', 'calcium acetate', 'isotope-ratio mass spectrometry', 'x-ray diffraction', 'crack healing']",3,"{'concrete': 24, 'calcite': 0, 'precipitation': 14}",0.0,Journal of Microbiology and Biotechnology,10.4014/jmb.1908.08044,"['Jung, Yoonhee', 'Kim, Wonjae', 'Kim, Wook', 'Park, Woojun']","Bacteria that are resistant to high temperatures and alkaline environments are essential for the biological repair of damaged concrete. Alkaliphilic and halotolerant Bacillus sp. AK13 was isolated from the rhizosphere of Miscanthus sacchariflorus. Unlike other tested Bacillus species, the AK13 strain grows at pH 13 and withstands 11% (w/v) NaCl. Growth of the AK13 strain at elevated pH without urea promoted calcium carbonate (CaCO3) formation. Irregular vateritelike CaCO3 minerals that were tightly attached to cells were observed using field-emission scanning electron microscopy. Energy-dispersive X-ray spectrometry, confocal laser scanning microscopy, and X-ray diffraction analyses confirmed the presence of CaCO3 around the cell. Isotope ration mass spectrometry analysis confirmed that the majority of CO32- ions in the CaCO3 were produced by cellular respiration rather than being derived from atmospheric carbon dioxide. The minerals produced from calcium acetate-added growth medium formed smaller crystals than those formed in calcium lactate-added medium. Strain AK13 appears to heal cracks on mortar specimens when applied as a pelletized spore powder. Alkaliphilic Bacillus sp. AK13 is a promising candidate for self-healing agents in concrete."
6467371,30990806,Towards a low CO2 emission building material employing bacterial metabolism (1/2): The bacterial system and prototype production,2019,[],5,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,PLoS ONE,10.1371/journal.pone.0212990,"['Røyne, Anja', 'Phua, Yi Jing', 'Balzer Le, Simone', 'Eikjeland, Ina Grosås', 'Josefsen, Kjell Domaas', 'Markussen, Sidsel', 'Myhr, Anders', 'Throne-Holst, Harald', 'Sikorski, Pawel', 'Wentzel, Alexander', 'Nguyen-Tri, Phuong']","The production of concrete for construction purposes is a major source of anthropogenic CO2 emissions. One promising avenue towards a more sustainable construction industry is to make use of naturally occurring mineral-microbe interactions, such as microbial-induced carbonate precipitation (MICP), to produce solid materials. In this paper, we present a new process where calcium carbonate in the form of powdered limestone is transformed to a binder material (termed BioZEment) through microbial dissolution and recrystallization. For the dissolution step, a suitable bacterial strain, closely related to Bacillus pumilus, was isolated from soil near a limestone quarry. We show that this strain produces organic acids from glucose, inducing the dissolution of calcium carbonate in an aqueous slurry of powdered limestone. In the second step, the dissolved limestone solution is used as the calcium source for MICP in sand packed syringe moulds. The amounts of acid produced and calcium carbonate dissolved are shown to depend on the amount of available oxygen as well as the degree of mixing. Precipitation is induced through the pH increase caused by the hydrolysis of urea, mediated by the enzyme urease, which is produced in situ by the bacterium Sporosarcina pasteurii DSM33. The degree of successful consolidation of sand by BioZEment was found to depend on both the amount of urea and the amount of glucose available in the dissolution reaction."
9499011,36036598,Strain Screening and Particle Formation: a Lysinibacillus boronitolerans for Self-Healing Concrete,2022,"['self-healing concrete', 'lysinibacillus', 'microbial-induced calcite precipitation', 'particle track g400']",0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,Applied and Environmental Microbiology,10.1128/aem.00804-22,"['Xu, Jian-Miao', 'Lu, Cheng', 'Wang, Wei-Jie', 'Du, Zi-Ye', 'Pan, Jia-Jia', 'Cheng, Feng', 'Wang, Yuan-Shan', 'Liu, Zhi-Qiang', 'Zheng, Yu-Guo', 'Kelly, Robert M.']","Microbial-induced calcite precipitation is a promising technology to solve the problem of cracks in soil concrete. The most intensively investigated microorganisms are urease-producing bacteria. Lysinibacillus that is used as urease-producing bacteria in concrete repair has rarely been reported. In this study, Lysinibacillus boronitolerans with a high urease activity was isolated from soil samples. This strain is salt- and alkali-tolerance, and at pH 13, can grow to ~OD600 2.0 after 24 h. At a salt concentration of 6%, the strain can still grow to ~OD600 1.0 after 24 h. The feasibility of using this strain in self-healing concrete was explored. The data showed that cracks within ~0.6 mm could be repaired naturally with hydration when spores and substrates were added to the concrete in an appropriate proportion. Moreover, the number and morphology of CaCO3 crystals that were produced by bacteria can be influenced by the concrete environment. An efficiency method to elucidate the process of microbial-induced calcium carbonate crystal formation was established with Particle Track G400. This study provides a template for future studies on the theory of mineralization based on microorganisms."
8600894,34794448,Genetic optimisation of bacteria-induced calcite precipitation in Bacillus subtilis,2021,"['microbially induced calcite precipitation', 'micp', 'calcite', 'biomineralisation', 'urease', 'biofilm', 'synthetic biology', 'genetic engineering']",6,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,Microbial Cell Factories,10.1186/s12934-021-01704-1,"['Hoffmann, Timothy D.', 'Paine, Kevin', 'Gebhard, Susanne']","Microbially induced calcite precipitation (MICP) is an ancient property of bacteria, which has recently gained considerable attention for biotechnological applications. It occurs as a by-product of bacterial metabolism and involves a combination of chemical changes in the extracellular environment, e.g. pH increase, and presence of nucleation sites on the cell surface or extracellular substances produced by the bacteria. However, the molecular mechanisms underpinning MICP and the interplay between the contributing factors remain poorly understood, thus placing barriers to the full biotechnological and synthetic biology exploitation of bacterial biomineralisation."
6789151,31604977,Engineered Ureolytic Microorganisms Can Tailor the Morphology and Nanomechanical Properties of Microbial-Precipitated Calcium Carbonate,2019,"['microbiology', 'engineering']",0,"{'concrete': 0, 'calcite': 62, 'precipitation': 23}",0.0,Scientific Reports,10.1038/s41598-019-51133-9,"['Heveran, Chelsea M.', 'Liang, Liya', 'Nagarajan, Aparna', 'Hubler, Mija H.', 'Gill, Ryan', 'Cameron, Jeffrey C.', 'Cook, Sherri M.', 'Srubar, Wil V.']","We demonstrate for the first time that the morphology and nanomechanical properties of calcium carbonate (CaCO3) can be tailored by modulating the precipitation kinetics of ureolytic microorganisms through genetic engineering. Many engineering applications employ microorganisms to produce CaCO3. However, control over bacterial calcite morphology and material properties has not been demonstrated. We hypothesized that microorganisms genetically engineered for low urease activity would achieve larger calcite crystals with higher moduli. We compared precipitation kinetics, morphology, and nanomechanical properties for biogenic CaCO3 produced by two Escherichia coli (E. coli) strains that were engineered to display either high or low urease activity and the native producer Sporosarcina pasteurii. While all three microorganisms produced calcite, lower urease activity was associated with both slower initial calcium depletion rate and increased average calcite crystal size. Both calcite crystal size and nanoindentation moduli were also significantly higher for the low-urease activity E. coli compared with the high-urease activity E. coli. The relative resistance to inelastic deformation, measured via the ratio of nanoindentation hardness to modulus, was similar across microorganisms. These findings may enable design of novel advanced engineering materials where modulus is tailored to the application while resistance to irreversible deformation is not compromised."
8085925,33629805,Isolation of alkaliphilic calcifying bacteria and their feasibility for enhanced CaCO3 precipitation in bio‐based cementitious composites,2021,[],0,"{'concrete': 24, 'calcite': 73, 'precipitation': 44}",13.801360327941014,Microbial Biotechnology,10.1111/1751-7915.13752,"['Shaheen, Nafeesa', 'Jalil, Amna', 'Adnan, Fazal', 'Arsalan Khushnood, Rao']","Microbially induced calcite precipitation (MICP), secreted through biological metabolic activity, secured an imperative position in remedial measures within the construction industry subsequent to ecological, environmental and economical returns. However, this contemporary recurrent healing system is susceptible to microbial depletion in the highly alkaline cementitious environment. Therefore, researchers are probing for alkali resistant calcifying microbes. In the present study, alkaliphilic microbes were isolated from different soil sources and screened for probable CaCO3 precipitation. Non‐ureolytic pathway (oxidation of organic carbon) was adopted for calcite precipitation to eliminate the production of toxic ammonia. For this purpose, calcium lactate Ca(C3H5O3)2 and calcium acetate Ca(CH3COO)2 were used as CaCO3 precipitation precursors. The quantification protocol for precipitated CaCO3 was established to select potent microbial species for implementation in the alkaline cementitious systems as more than 50% of isolates were able to precipitate CaCO3. Results suggested 80% of potent calcifying strains isolated in this study, portrayed higher calcite precipitation at pH 10 when compared to pH 7. Ten superlative morphologically distinct isolates capable of CaCO3 production were identified by 16SrRNA sequencing. Sequenced microbes were identified as species of Bacillus, Arthrobacter, Planococcus, Chryseomicrobium and Corynebacterium. Further, microstructure of precipitated CaCO3 was inspected through scanning electron microscopy (SEM), X‐ray diffraction (XRD) and thermal gravimetric (TG) analysis. Then, the selected microbes were investigated in the cementitious mortar to rule out any detrimental effects on mechanical properties. These strains showed maximum of 36% increase in compressive strength and 96% increase in flexural strength. Bacillus, Arthrobacter, Corynebacterium and Planococcus genera have been reported as CaCO3 producers but isolated strains have not yet been investigated in conjunction with cementitious mortar. Moreover, species of Chryseomicrobium and Glutamicibacter were reported first time as calcifying strains."
